PRN,GPS_WEEK,TOC,SAT_POS_X_M,SAT_POS_Y_M,SAT_POS_Z_M,SAT_VEL_X_MPS,SAT_VEL_Y_MPS,SAT_VEL_Z_MPS,REL_CLK_CORR,SAT_CLK_CORR,HEALTH
25,1658,417088,-15205942.5484327,969730.465795131,21725284.8204574,262.124522762847,-2751.4343870059,308.714619058343,0.353020054075916,7286.94917481802,0
25,1658,417089,-15205680.5028255,966979.004542512,21725593.303355,261.96668893954,-2751.48810651243,308.251176026535,0.353107892418767,7286.94972013733,0
25,1658,417090,-15205418.6150581,964227.489603973,21725901.3228063,261.808843016586,-2751.54175894221,307.787726527563,0.35319572322873,7286.95026545663,0
25,1658,417091,-15205156.8851427,961475.92104649,21726208.8788048,261.650985006305,-2751.59534429263,307.324270571337,0.353283546503934,7286.95081077593,0
25,1658,417092,-15204895.3130913,958724.298937245,21726515.9713442,261.493114920973,-2751.64886256112,306.860808167767,0.353371362242507,7286.95135609524,0
25,1658,417093,-15204633.8989161,955972.62334329,21726822.600418,261.335232772901,-2751.70231374507,306.397339326766,0.353459170442577,7286.95190141454,0
25,1658,417094,-15204372.642629,953220.894331627,21727128.7660197,261.177338574397,-2751.75569784189,305.933864058241,0.353546971102272,7286.95244673385,0
25,1658,417095,-15204111.5442422,950469.111969459,21727434.468143,261.019432337743,-2751.80901484901,305.470382372104,0.353634764219722,7286.95299205315,0
25,1658,417096,-15203850.6037676,947717.276323839,21727739.7067813,260.861514075249,-2751.86226476384,305.006894278268,0.353722549793054,7286.95353737246,0
25,1658,417097,-15203589.8212173,944965.387461806,21728044.4819283,260.703583799226,-2751.91544758381,304.543399786644,0.353810327820399,7286.95408269176,0
25,1658,417098,-15203329.1966033,942213.445450547,21728348.7935777,260.545641521956,-2751.96856330634,304.079898907141,0.353898098299885,7286.95462801107,0
25,1658,417099,-15203068.7299375,939461.450357123,21728652.641723,260.387687255751,-2752.02161192885,303.616391649673,0.353985861229641,7286.95517333037,0
25,1658,417100,-15202808.421232,936709.40224857,21728956.0263579,260.229721012925,-2752.07459344877,303.152878024149,0.354073616607797,7286.95571864967,0
25,1658,417101,-15202548.2704987,933957.301192098,21729258.9474759,260.071742805762,-2752.12750786354,302.68935804048,0.354161364432483,7286.95626396898,0
25,1658,417102,-15202288.2777496,931205.147254713,21729561.4050708,259.913752646585,-2752.18035517059,302.225831708581,0.354249104701828,7286.95680928828,0
25,1658,417103,-15202028.4429966,928452.940503629,21729863.3991362,259.755750547679,-2752.23313536737,301.762299038361,0.354336837413962,7286.95735460759,0
25,1658,417104,-15201768.7662517,925700.681005906,21730164.9296657,259.59773652136,-2752.2858484513,301.298760039734,0.354424562567016,7286.95789992689,0
25,1658,417105,-15201509.2475268,922948.368828614,21730465.9966531,259.439710579943,-2752.33849441984,300.835214722613,0.354512280159119,7286.9584452462,0
25,1658,417106,-15201249.8868338,920196.004038953,21730766.6000921,259.281672735715,-2752.39107327044,300.371663096906,0.354599990188402,7286.9589905655,0
25,1658,417107,-15200990.6841845,917443.586704008,21731066.7399762,259.123623000993,-2752.44358500054,299.90810517253,0.354687692652995,7286.9595358848,0
25,1658,417108,-15200731.639591,914691.116890832,21731366.4162993,258.965561388094,-2752.49602960759,299.444540959393,0.35477538755103,7286.96008120411,0
25,1658,417109,-15200472.7530649,911938.594666671,21731665.629055,258.807487909307,-2752.54840708906,298.980970467412,0.354863074880638,7286.96062652341,0
25,1658,417110,-15200214.0246183,909186.020098596,21731964.3782371,258.64940257695,-2752.6007174424,298.517393706498,0.354950754639949,7286.96117184272,0
25,1658,417111,-15199955.454263,906433.393253671,21732262.6638393,258.491305403343,-2752.65296066507,298.053810686562,0.355038426827094,7286.96171716202,0
25,1658,417112,-15199697.0420107,903680.714199153,21732560.4858554,258.333196400775,-2752.70513675453,297.590221417521,0.355126091440205,7286.96226248133,0
25,1658,417113,-15199438.7878734,900927.983002051,21732857.844279,258.175075581577,-2752.75724570826,297.126625909284,0.355213748477414,7286.96280780063,0
25,1658,417114,-15199180.6918627,898175.199729628,21733154.7391041,258.016942958039,-2752.80928752372,296.663024171768,0.355301397936853,7286.96335311994,0
25,1658,417115,-15198922.7539906,895422.36444895,21733451.1703243,257.858798542484,-2752.86126219839,296.199416214883,0.355389039816652,7286.96389843924,0
25,1658,417116,-15198664.9742688,892669.477227124,21733747.1379334,257.700642347232,-2752.91316972974,295.735802048545,0.355476674114945,7286.96444375854,0
25,1658,417117,-15198407.3527091,889916.538131383,21734042.6419253,257.542474384578,-2752.96501011525,295.272181682665,0.355564300829863,7286.96498907785,0
25,1658,417118,-15198149.8893232,887163.547228846,21734337.6822937,257.384294666843,-2753.0167833524,294.808555127161,0.355651919959539,7286.96553439715,0
