PRN,M0,DELTA_N,ECC,SQRT_A,LOA,INC,PERIGEE,RA_RATE,INC_RATE,Cuc,Cus,Crc,Crs,Cic,Cis,Toe,IODE,GPS_WEEK,TOC,Af0,Af1,Af2,BLANK,HEALTH
5,2.62219724881,5.00770859116e-09,0.00252527929843,5153.77552605,-2.45669910541,0.953035817173,0.172049254405,-8.18748389871e-09,-2.06080012631e-10,8.92207026482e-07,7.6163560152e-06,229.4375,15.75,-7.264316082e-08,-2.04890966415e-08,352800,49,1658,352800,-0.000234016682953,-5.11590769747e-12,0,0,0
5,-2.61082921232,4.95734935064e-09,0.00252567220014,5153.77478409,-2.45675790594,0.953034496158,0.172012782394,-8.15641117584e-09,-1.99651173416e-10,7.91624188423e-07,7.91810452938e-06,226.375,16.125,-2.421438694e-08,-4.65661287308e-08,360000,75,1658,360000,-0.000234053004533,-5.11590769747e-12,0,0,0
5,-1.56085545759,4.88163191099e-09,0.00252579746302,5153.77404785,-2.45681697565,0.953033164902,0.172161311004,-8.17855495536e-09,-1.56077929844e-10,4.97326254845e-07,7.45616853237e-06,229.21875,15.28125,2.98023223877e-08,-2.60770320892e-08,367200,76,1658,367200,-0.000234089791775,-5.11590769747e-12,0,0,0
5,-0.510587948906,4.78912805784e-09,0.00252624158747,5153.77507782,-2.45687579812,0.953031914107,0.172015471238,-8.20534178542e-09,-1.72150027882e-10,6.38887286186e-07,7.2568655014e-06,231.4375,11,4.47034835815e-08,1.30385160446e-08,374400,77,1658,374400,-0.000234126579016,-5.11590769747e-12,0,0,0
5,0.537240920686,4.74269755239e-09,0.00252738920972,5153.77726746,-2.45693488099,0.953030547742,0.171972809621,-8.22962851135e-09,-1.7536444749e-10,7.04079866409e-07,6.94952905178e-06,239.6875,12.21875,9.31322574616e-09,2.60770320892e-08,381584,4,1658,381584,-0.000234162900597,-5.11590769747e-12,0,0,0
5,0.539574892374,4.74305471012e-09,0.00252739095595,5153.77725983,-2.4569349951,0.953030555057,0.171972499482,-8.22962851135e-09,-1.75721605225e-10,7.04079866409e-07,6.94952905178e-06,239.6875,12.21875,9.31322574616e-09,2.60770320892e-08,381600,78,1658,381600,-0.000234162900597,-5.11590769747e-12,0,0,0
5,1.58757012647,4.78627079596e-09,0.00252719048876,5153.77620697,-2.45699374589,0.953029153581,0.171762970114,-8.2092705205e-09,-2.3322400043e-10,6.91041350365e-07,6.8973749876e-06,243.59375,10.75,-4.47034835815e-08,-2.421438694e-08,388784,5,1658,388784,-0.000234199687839,-5.11590769747e-12,0,0,0
5,2.64024775612,4.87091717897e-09,0.00252750818618,5153.77498436,-2.45705288143,0.953027185956,0.17153971126,-8.24391482071e-09,-2.7322566666e-10,7.45058059692e-07,6.9085508585e-06,244.5,15.21875,1.67638063431e-08,-9.31322574616e-09,396000,41,1658,396000,-0.00023423647508,-5.11590769747e-12,0,0,0
5,-2.59282057373,4.89770400903e-09,0.00252817978617,5153.77371788,-2.45711216618,0.953025266608,0.171544733458,-8.22962851135e-09,-2.77868717205e-10,6.81728124618e-07,7.07991421223e-06,240.0625,13.46875,2.421438694e-08,7.45058059692e-09,403200,42,1658,403200,-0.000234273262322,-5.11590769747e-12,0,0,0
5,-1.54283179775,4.90663287778e-09,0.00252837536391,5153.77297592,-2.45717127393,0.953023217059,0.171678660683,-8.22212786744e-09,-2.99655328329e-10,6.053596735e-07,6.97001814842e-06,242.15625,11.65625,5.58793544769e-09,-1.11758708954e-08,410400,43,1658,410400,-0.000234310049564,-5.11590769747e-12,0,0,0
5,-0.492609389375,4.9412772526e-09,0.00252870551776,5153.77371407,-2.4572303685,0.953020800319,0.17157918079,-8.26498712703e-09,-3.33585323739e-10,3.632158041e-07,6.85453414917e-06,244.03125,8.6875,4.28408384323e-08,3.16649675369e-08,417600,50,1658,417600,-0.000234346371144,-5.11590769747e-12,0,0,0
5,0.557529065061,5.04056710271e-09,0.00252988084685,5153.77594185,-2.45729040812,0.953017995905,0.171563179392,-8.37142013182e-09,-3.12513017422e-10,6.09084963798e-07,6.18025660515e-06,252.125,10.90625,-3.72529029846e-08,-3.91155481338e-08,424800,79,1658,424800,-0.000234383158386,-5.11590769747e-12,0,0,0
6,1.69529489488,4.94520602245e-09,0.006676420453,5153.708395,1.67887031715,0.936387451016,-0.661506842369,-8.14962497486e-09,1.95722438256e-10,-2.22399830818e-06,9.53301787376e-06,182.21875,-42.28125,7.264316082e-08,1.08033418655e-07,345600,85,1658,345600,-4.63891774416e-05,7.04858393874e-12,0,0,0
6,2.74549919818,4.92091926175e-09,0.00667703896761,5153.70728493,1.67881192477,0.936388660849,-0.661548687678,-8.13283876538e-09,1.56435087578e-10,-1.99861824512e-06,9.18284058571e-06,186.625,-37.5,1.49011611938e-08,6.33299350738e-08,352800,89,1658,352800,-4.63384203613e-05,7.04858393874e-12,0,0,0
6,-2.48747089525,4.86234539335e-09,0.00667613709811,5153.70903015,1.67875337441,0.936389601505,-0.661601144995,-8.17605485122e-09,1.49291932894e-10,-2.03587114811e-06,9.00402665138e-06,193,-41.84375,-3.53902578354e-08,1.06170773506e-07,360000,90,1658,360000,-4.62871976197e-05,7.04858393874e-12,0,0,0
6,-1.43754431085,4.92199073496e-09,0.00667643244378,5153.7060833,1.67869389362,0.936390433906,-0.661365135347,-8.26248702289e-09,1.74650132022e-10,-2.76044011116e-06,9.2126429081e-06,191.40625,-54.0625,-9.31322574615e-08,1.49011611938e-08,367200,98,1658,367200,-4.62364405394e-05,7.04858393874e-12,0,0,0
6,-0.387321339248,4.92413368136e-09,0.00667736073956,5153.70774841,1.67863512527,0.936391239974,-0.661424437657,-8.28320217148e-09,2.71439877989e-11,-3.14600765705e-06,9.60566103458e-06,184.96875,-61.375,-2.421438694e-08,-1.67638063431e-07,374400,107,1658,374400,-4.61852177978e-05,7.04858393874e-12,0,0,0
6,0.660585316624,5.05878214715e-09,0.00667716865428,5153.7072525,1.67857560792,0.936390913743,-0.661501872837,-8.3492763523e-09,-3.14298806093e-11,-3.5185366869e-06,9.72673296928e-06,177.84375,-63.375,7.63684511185e-08,-7.63684511185e-08,381584,16,1658,381584,-4.6145170927e-05,6.93489710102e-12,0,0,0
6,0.66291837984,5.05842479015e-09,0.00667717249598,5153.70726013,1.6785754821,0.936390929835,-0.66150133302,-8.34927593729e-09,-3.10727242547e-11,-3.51667404175e-06,9.72673296928e-06,177.84375,-63.375,7.63684511185e-08,-7.63684511185e-08,381600,110,1658,381600,-4.61344607174e-05,7.04858393874e-12,0,0,0
6,1.71056847645,5.07056835238e-09,0.00667720357887,5153.70939827,1.67851627927,0.936390940075,-0.661321021052,-8.24105755884e-09,-8.00033324599e-11,-2.64309346676e-06,9.54046845436e-06,176.375,-53.3125,8.38190317154e-08,4.65661287308e-08,388784,17,1658,388784,-4.6094879508e-05,6.93489710102e-12,0,0,0
6,2.76315142019,5.14235705696e-09,0.00667811580934,5153.70750618,1.67845632011,0.936390669436,-0.661406494967,-8.22105672573e-09,2.10723063176e-11,-2.35810875893e-06,9.38586890697e-06,183.65625,-47.75,1.30385160446e-08,1.65775418282e-07,396000,18,1658,396000,-4.60450537503e-05,6.93489710102e-12,0,0,0
6,-2.46981283913,5.08735476589e-09,0.00667745468672,5153.70882034,1.67839712752,0.936391134644,-0.66146293142,-8.18962684512e-09,6.32169189527e-11,-2.46241688728e-06,9.16607677937e-06,189.90625,-50.09375,-9.12696123123e-08,1.09896063805e-07,403200,19,1658,403200,-4.59952279925e-05,6.93489710102e-12,0,0,0
6,-1.41986862949,5.15378610445e-09,0.00667764875106,5153.70611382,1.67833686115,0.936391162439,-0.661242643753,-8.36999150088e-09,1.46077513286e-10,-3.33786010742e-06,9.36351716518e-06,189.5625,-61.71875,-9.87201929092e-08,-1.00582838059e-07,410400,20,1658,410400,-4.59454022348e-05,6.93489710102e-12,0,0,0
6,-0.369683920511,5.11414159595e-09,0.00667844491545,5153.70724678,1.67827662257,0.936392218666,-0.661261551969,-8.39856411962e-09,1.20719314158e-10,-3.7532299757e-06,9.41753387451e-06,185.4375,-69.875,-1.86264514923e-09,-1.35973095894e-07,417600,21,1658,417600,-4.58955764771e-05,6.93489710102e-12,0,0,0
6,0.680552012546,5.08056876894e-09,0.00667867751326,5153.70755005,1.67821615285,0.936393015956,-0.661333706015,-8.39070664947e-09,9.92898501065e-11,-3.89106571674e-06,9.72114503384e-06,179.53125,-74.78125,9.12696123123e-08,-1.22934579849e-07,424800,22,1658,424800,-4.58462163806e-05,6.93489710102e-12,0,0,0
7,-1.95024446916,4.19196032626e-09,0.00506901671179,5153.63418007,-0.348611123933,0.975423913156,-3.04741309927,-8.08926552181e-09,1.28219626576e-10,1.37835741043e-06,5.11109828949e-06,289.34375,28,-6.14672899246e-08,-6.51925802231e-08,345600,57,1658,345600,3.26759181917e-05,2.04636307899e-12,0,0,0
7,-0.900233442199,4.2644633463e-09,0.00506910518743,5153.63238144,-0.34866884044,0.975424357883,-3.04722072408,-8.1424820242e-09,6.78599694973e-12,1.35414302349e-06,4.77209687233e-06,296.96875,28.0625,8.56816768646e-08,-1.4528632164e-07,352800,58,1658,352800,3.26908193529e-05,2.04636307899e-12,0,0,0
7,0.150024305892,4.35982446133e-09,0.00506926001981,5153.6328392,-0.348727614636,0.975423860491,-3.04727432686,-8.23105714228e-09,-3.2858511546e-11,1.11013650894e-06,4.56720590591e-06,296.90625,24.6875,7.82310962677e-08,-2.23517417908e-08,360000,59,1658,360000,3.27052548528e-05,2.04636307899e-12,0,0,0
7,1.19772503264,4.40375486264e-09,0.0050697887782,5153.63466072,-0.348786545365,0.975423657145,-3.04710418803,-8.20498462769e-09,-4.14302971667e-11,1.80676579475e-06,4.80376183987e-06,292.03125,31.4375,8.56816768646e-08,2.60770320892e-08,367184,0,1658,367184,3.27182933688e-05,2.04636307899e-12,0,0,0
