PRN,M0,DELTA_N,ECC,SQRT_A,LOA,INC,PERIGEE,RA_RATE,INC_RATE,Cuc,Cus,Crc,Crs,Cic,Cis,Toe,IODE,GPS_WEEK,TOC,Af0,Af1,Af2,BLANK,HEALTH
7,1.20005887851,4.40304054717e-09,0.00506978936028,5153.63465691,-0.348786650695,0.975423657145,-3.04710419242,-8.20462746995e-09,-4.14302971667e-11,1.80676579475e-06,4.80376183987e-06,292.03125,31.4375,8.56816768646e-08,2.60770320892e-08,367200,94,1658,367200,3.2720156014e-05,2.04636307899e-12,0,0,0
7,2.24763587165,4.37625371711e-09,0.00506989716087,5153.63738823,-0.348846460638,0.975424175018,-3.04681179898,-8.1289100303e-09,1.50363406097e-10,1.69686973095e-06,5.61401247978e-06,280.5625,30.875,-1.24797224999e-07,1.62050127983e-07,374384,1,1658,374384,3.27327288687e-05,2.04636307899e-12,0,0,0
7,-2.9828736477,4.34125225915e-09,0.00507129123434,5153.63447189,-0.348904920307,0.975425983185,-3.04695059919,-8.01640534403e-09,2.04651381694e-10,2.08616256714e-06,6.12437725067e-06,272.25,38.65625,-1.24797224999e-07,-1.11758708954e-08,381600,42,1658,381600,3.27476300299e-05,2.04636307899e-12,0,0,0
7,-1.93731135609,4.32625163432e-09,0.00507105595898,5153.63497353,-0.348963460437,0.975427368568,-3.04697671374,-8.13391023858e-09,3.0644133594e-10,1.88872218132e-06,6.0610473156e-06,272.96875,40.65625,1.11758708954e-08,-1.26659870148e-07,388768,70,1658,388768,3.27611342073e-05,2.04636307899e-12,0,0,0
7,-1.9326433893,4.32625163432e-09,0.00507105421275,5153.63497162,-0.348963716448,0.975427377346,-3.0469771175,-8.13391023858e-09,3.0644133594e-10,1.88872218132e-06,6.0610473156e-06,272.96875,40.65625,1.11758708954e-08,-1.26659870148e-07,388800,43,1658,388800,3.27620655298e-05,2.04636307899e-12,0,0,0
7,-0.887362308579,4.29446459597e-09,0.00507095677313,5153.63253403,-0.349021999104,0.975429598055,-3.04672188511,-8.16176854185e-09,2.96083761649e-10,2.20350921154e-06,5.30295073986e-06,281.8125,43.75,8.94069671631e-08,-8.75443220139e-08,395968,71,1658,395968,3.27755697072e-05,2.04636307899e-12,0,0,0
7,0.16755342773,4.24624830186e-09,0.00507117295638,5153.63306236,-0.349081062959,0.975431546662,-3.04676615301,-8.18284084817e-09,2.70725562521e-10,2.20164656639e-06,5.42402267456e-06,282.59375,40.96875,1.28522515297e-07,-5.58793544769e-09,403200,89,1658,403200,3.27904708683e-05,2.04636307899e-12,0,0,0
7,1.21766957559,4.15838749925e-09,0.00507117528468,5153.63361931,-0.349138605379,0.975433577192,-3.04667904502,-8.03462038848e-09,1.43577409147e-10,2.30967998505e-06,5.69224357605e-06,277.5,42.78125,-3.16649675369e-08,1.35973095894e-07,410400,108,1658,410400,3.28049063683e-05,2.04636307899e-12,0,0,0
7,2.26746453247,4.09267047615e-09,0.00507112406194,5153.63746071,-0.349196452085,0.975434554422,-3.04627296529,-8.00819071614e-09,1.45720355552e-10,2.09175050259e-06,6.47455453873e-06,262.625,39.15625,-1.00582838059e-07,7.82310962677e-08,417600,109,1658,417600,3.28198075294e-05,2.04636307899e-12,0,0,0
7,-2.96537753953,4.11945730622e-09,0.0050727709895,5153.63409805,-0.349254003283,0.975435973452,-3.04641484494,-7.9503311632e-09,1.72864343351e-10,2.4326145649e-06,7.00727105141e-06,252.1875,46.90625,-9.49949026108e-08,-1.11758708954e-08,424800,110,1658,424800,3.28342430294e-05,2.04636307899e-12,0,0,0
8,-2.45735393827,3.72265506353e-09,0.0121479443042,5153.74357414,-0.270045579545,0.997342726962,-3.01686836164,-7.80461080765e-09,1.15004790411e-10,1.05984508991e-06,5.28991222382e-06,297.5625,22.5625,-1.80676579475e-07,-1.80676579475e-07,345600,48,1658,345600,2.04890966415e-08,0,0,0,0
8,-1.40732507249,3.77480009272e-09,0.0121483532712,5153.74107742,-0.270102298342,0.997343783189,-3.01676373666,-7.85711299458e-09,1.57506560781e-10,8.53091478348e-07,4.77395951748e-06,306.5,19,-2.79396772385e-08,-2.25380063057e-07,352800,87,1658,352800,2.04890966415e-08,0,0,0,0
8,-0.357182855425,3.88301888618e-09,0.012148477952,5153.74134445,-0.270158474396,0.997343490605,-3.01677190999,-8.07176479283e-09,-1.85722021782e-11,8.02800059319e-07,4.69386577606e-06,307.21875,17.75,1.78813934326e-07,-1.49011611938e-08,360000,88,1658,360000,2.04890966415e-08,0,0,0,0
8,0.692938465314,3.91552023999e-09,0.0121483543189,5153.7411747,-0.270216190903,0.99734349792,-3.01675793034,-7.99961893052e-09,-6.96457581682e-11,1.06915831566e-06,4.58396971226e-06,305,19.625,1.37835741043e-07,1.4528632164e-07,367200,89,1658,367200,2.00234353542e-08,0,0,0,0
8,1.74288243503,3.92873507616e-09,0.0121491991449,5153.7458477,-0.27027396739,0.997343044415,-3.0165678373,-7.97068915405e-09,-1.42863093678e-12,1.62608921528e-06,5.76116144657e-06,289.34375,27.15625,3.53902578354e-08,2.84984707832e-07,374400,90,1658,374400,2.00234353542e-08,0,0,0,0
8,2.79307095199,3.85051768248e-09,0.012150119408,5153.74377251,-0.2703318258,0.997344940357,-3.01662295274,-7.69639196818e-09,2.22509274894e-10,1.84960663319e-06,6.03124499321e-06,284.78125,34.78125,-2.32830643654e-07,-1.11758708954e-08,381600,91,1658,381600,2.00234353542e-08,0,0,0,0
8,-2.4399757135,3.85587489838e-09,0.0121502303518,5153.74357987,-0.270387849711,0.997346284779,-3.01662801883,-7.80389649218e-09,2.92155026572e-10,1.73598527908e-06,6.27152621746e-06,283.5625,35.5,-1.91852450371e-07,-2.38418579102e-07,388800,92,1658,388800,1.95577740669e-08,0,0,0,0
8,-1.3899479493,3.81801617856e-09,0.0121505268617,5153.74110794,-0.270445130268,0.997348865366,-3.01652150522,-7.8803282473e-09,4.22517599554e-10,1.43982470036e-06,5.35324215889e-06,293.0625,33.625,3.16649675369e-08,-1.95577740669e-07,396000,93,1658,396000,1.95577740669e-08,0,0,0,0
8,-0.342159274844,3.81873049403e-09,0.0121506139403,5153.74096489,-0.270501445299,0.997350670607,-3.01650945224,-8.07069331963e-09,2.73939982128e-10,1.88499689102e-06,5.22285699844e-06,295.4375,34.0625,1.99303030968e-07,1.86264514923e-09,403184,49,1658,403184,3.16649675369e-08,0,0,0,0
8,-0.339825778605,3.81873049403e-09,0.0121506080031,5153.74097061,-0.270501547704,0.997350667681,-3.01650934399,-8.07069331963e-09,2.73582824394e-10,1.88499689102e-06,5.22285699844e-06,295.4375,34.0625,1.99303030968e-07,1.86264514923e-09,403200,94,1658,403200,1.95577740669e-08,0,0,0,0
8,0.707977340704,3.72051211712e-09,0.0121501986869,5153.74019241,-0.270558545918,0.997353109292,-3.01651161297,-7.892828768e-09,1.80721813503e-10,1.83098018169e-06,5.45382499695e-06,292.40625,32.90625,1.76951289177e-07,2.81259417534e-07,410384,50,1658,410384,3.16649675369e-08,0,0,0,0
8,1.76022127219,3.62550815982e-09,0.012150953291,5153.74551964,-0.270614331373,0.997353821733,-3.01628966489,-7.80996817367e-09,3.32156692802e-11,2.15694308281e-06,6.56209886074e-06,273.25,38.375,-7.264316082e-08,1.97440385819e-07,417600,51,1658,417600,3.16649675369e-08,0,0,0,0
8,2.81039151584,3.62015079381e-09,0.0121518945089,5153.74369812,-0.270670830732,0.997355202728,-3.01632880965,-7.63317509524e-09,1.6000666492e-10,2.22772359848e-06,6.86571002007e-06,266.5625,44.71875,-1.91852450371e-07,-1.49011611938e-08,424800,52,1658,424800,3.16649675369e-08,0,0,0,0
9,-2.62752881572,3.84373155526e-09,0.0171832597116,5153.65957832,-0.375960795819,0.984260090498,1.60143229054,-7.65067564856e-09,5.92881854722e-11,1.37835741043e-06,5.15580177307e-06,291.21875,23.96875,1.80676579475e-07,1.04308128357e-07,345600,16,1658,345600,0.000112849287689,2.50111042988e-12,0,0,0
9,-1.57741735651,4.04874007485e-09,0.0171839654213,5153.65686989,-0.376015855667,0.984258808981,1.60150632736,-7.97890378194e-09,-5.00020827874e-11,1.89803540707e-06,5.52833080292e-06,285.15625,32.90625,1.30385160446e-08,4.78699803352e-07,352800,17,1658,352800,0.000112866982818,2.50111042988e-12,0,0,0
9,-0.527237504415,4.26946355458e-09,0.0171839559916,5153.65657997,-0.376076487769,0.984257234882,1.60151608649,-8.42499379195e-09,1.08218793461e-10,1.81049108505e-06,5.68106770515e-06,283.71875,32.9375,-2.12341547012e-07,5.58793544769e-09,360000,18,1658,360000,0.000112884677947,2.50111042988e-12,0,0,0
9,0.522957989197,4.32553731885e-09,0.0171830485342,5153.65481949,-0.376136913601,0.984257822975,1.60151057568,-8.4317797889e-09,5.14307137242e-11,1.80676579475e-06,5.4594129324e-06,289.90625,34.6875,-1.88127160072e-07,-7.63684511185e-08,367200,19,1658,367200,0.000112902373076,2.50111042988e-12,0,0,0
9,1.57314016001,4.19981779641e-09,0.0171830693725,5153.65508461,-0.376197434522,0.984260365526,1.60151969112,-8.02140555231e-09,1.82507602174e-10,1.46962702274e-06,5.13903796673e-06,291.21875,34.5,5.77419996262e-08,-4.73111867905e-07,374400,21,1658,374400,0.000112920068204,2.50111042988e-12,0,0,0
9,2.62332020814,4.08195574413e-09,0.0171828138409,5153.65558815,-0.376252861562,0.984262473591,1.60152855786,-7.71782147824e-09,8.9289433549e-11,1.81794166565e-06,5.0775706768e-06,289.96875,37.125,2.44006514549e-07,-9.685754776e-08,381600,22,1658,381600,0.000112937763333,2.50111042988e-12,0,0,0
9,-2.60968155455,4.0148100901e-09,0.0171810439788,5153.65884209,-0.376309454548,0.984263837031,1.60153316459,-7.70317801114e-09,2.8858344923e-10,1.91293656826e-06,5.71645796299e-06,276.96875,37.375,1.9371509552e-07,1.58324837685e-07,388800,23,1658,388800,0.000112955458462,2.50111042988e-12,0,0,0
9,-1.5595475269,4.03802534282e-09,0.017181419651,5153.6570282,-0.376364926938,0.984264707467,1.60158552536,-7.94640242813e-09,2.20009164265e-10,2.61887907982e-06,6.33671879768e-06,271.53125,42.28125,2.421438694e-08,4.3585896492e-07,396000,24,1658,396000,0.000112973153591,2.50111042988e-12,0,0,0
9,-0.5093685628,4.10874257419e-09,0.0171815108042,5153.65684319,-0.376424820268,0.984265272154,1.6015954337,-8.31534636755e-09,3.36799743347e-10,2.1867454052e-06,6.73532485962e-06,269.15625,42.96875,-2.16066837311e-07,4.65661287308e-08,403200,25,1658,403200,0.00011299084872,2.50111042988e-12,0,0,0
9,0.538498325108,4.0701695389e-09,0.0171809248859,5153.65576172,-0.376483759774,0.984267097875,1.60158214455,-8.333561412e-09,1.6429255773e-10,2.26870179176e-06,6.26780092716e-06,272.96875,46.25,-1.56462192535e-07,-1.62050127983e-07,410384,4,1658,410384,0.000113013666123,2.50111042988e-12,0,0,0
9,0.540831550708,4.07052669663e-09,0.0171809372259,5153.65573502,-0.376483891437,0.984267081783,1.60158295647,-8.333561412e-09,1.6429255773e-10,2.26870179176e-06,6.26780092716e-06,272.96875,46.25,-1.56462192535e-07,-1.62050127983e-07,410400,32,1658,410400,0.000113008543849,2.50111042988e-12,0,0,0
9,1.58867648753,3.93802117725e-09,0.017180884257,5153.65601921,-0.376543569717,0.984270003231,1.60159274632,-7.99033282943e-09,2.48938940735e-10,2.13645398617e-06,5.97350299358e-06,275.03125,46.71875,1.32247805595e-07,-4.50760126114e-07,417584,5,1658,417584,0.000113031361252,2.50111042988e-12,0,0,0
9,2.64119954817,3.81515891668e-09,0.0171808166197,5153.65602875,-0.376598168745,0.98427270524,1.60158969906,-7.59817363729e-09,8.39320675361e-11,2.53133475781e-06,5.89527189732e-06,273.78125,47.1875,2.12341547012e-07,4.28408384323e-08,424800,6,1658,424800,0.000113049522042,2.50111042988e-12,0,0,0
10,1.86292822865,5.11235580728e-09,0.010599836125,5153.63916969,-2.43379943283,0.947942947297,0.711192245086,-8.30820321287e-09,-2.79654505875e-10,7.69272446632e-07,7.85104930401e-06,224.09375,14.65625,-2.83122062683e-07,-2.04890966415e-08,345600,27,1658,345600,-1.66688114405e-05,-1.13686837722e-12,0,0,0
10,2.91318946873,5.00520848702e-09,0.0106003060937,5153.63778114,-2.43385837234,0.947942265578,0.711137558282,-8.04926385558e-09,-2.4429589019e-10,7.86036252975e-07,8.02241265774e-06,218.96875,16.6875,-3.53902578354e-08,-1.63912773132e-07,352800,28,1658,352800,-1.66767276823e-05,-1.13686837722e-12,0,0,0
10,-2.3198201074,5.00377985609e-09,0.0106007183204,5153.6368618,-2.43391736743,0.947940653442,0.711168652606,-8.13319592311e-09,-1.12861844006e-10,4.50760126114e-07,7.69831240177e-06,223.03125,14.8125,1.62050127983e-07,-1.34110450745e-07,360000,42,1658,360000,-1.66846439242e-05,-1.13686837722e-12,0,0,0
10,-1.26965326211,4.96806408267e-09,0.0106011384632,5153.63589478,-2.43397572763,0.947939693767,0.711209051089,-8.20784188956e-09,-1.48577617426e-10,7.9907476902e-07,7.20843672752e-06,228.875,15.09375,2.55182385445e-07,1.30385160446e-08,367200,43,1658,367200,-1.66925601661e-05,-1.13686837722e-12,0,0,0
10,-0.21934294552,4.99627954367e-09,0.0106021130923,5153.63868904,-2.43403567654,0.947937339932,0.711104943987,-8.46856703552e-09,-1.78578867098e-10,7.46920704842e-07,6.99609518051e-06,239.03125,12.1875,1.86264514923e-08,1.37835741043e-07,374400,55,1658,374400,-1.67000107467e-05,-1.13686837722e-12,0,0,0
10,0.830862972846,4.94699177635e-09,0.0106021092506,5153.63868904,-2.43409587123,0.947935913587,0.711104240323,-8.40713590524e-09,-2.87154818294e-10,6.81728124618e-07,6.99050724506e-06,239.09375,12.09375,-1.34110450745e-07,8.75443220139e-08,381600,56,1658,381600,-1.67079269886e-05,-1.13686837722e-12,0,0,0
10,1.88107468876,4.94306304127e-09,0.0106021555839,5153.63858032,-2.43415657502,0.947933991313,0.711098084364,-8.34034740895e-09,-2.5786788409e-10,5.99771738052e-07,7.07060098648e-06,238.53125,12.875,-1.95577740669e-07,-5.21540641785e-08,388800,67,1658,388800,-1.67158432305e-05,-1.13686837722e-12,0,0,0
10,2.92899129394,4.85841665827e-09,0.0106026548892,5153.63727951,-2.43421569593,0.94793327302,0.711053288349,-8.10926635492e-09,-2.42152943785e-10,6.10947608948e-07,7.19167292118e-06,233.65625,13.3125,3.16649675369e-08,-1.13621354103e-07,395984,70,1658,395984,-1.67121179402e-05,-1.0231815395e-12,0,0,0
10,2.93132470972,4.858773816e-09,0.0106026604772,5153.63728142,-2.43421581004,0.947933267168,0.711053616043,-8.10890919719e-09,-2.42152943785e-10,6.10947608948e-07,7.19167292118e-06,233.65625,13.3125,3.16649675369e-08,-1.13621354103e-07,396000,73,1658,396000,-1.67237594724e-05,-1.13686837722e-12,0,0,0
10,-2.3063452743,4.89484675015e-09,0.0106032068143,5153.63615608,-2.43427409562,0.947931567258,0.711076834016,-8.11855205285e-09,-2.15366113831e-10,4.91738319397e-07,7.05383718014e-06,236.53125,9.9375,7.63684511185e-08,-8.56816768646e-08,403168,3,1658,403168,-1.67195685208e-05,-1.0231815395e-12,0,0,0
10,-2.30401149718,4.89484675015e-09,0.010603206465,5153.63615608,-2.43427422436,0.947931565795,0.711076845719,-8.11855205285e-09,-2.15366113831e-10,4.91738319397e-07,7.05383718014e-06,236.53125,9.9375,7.63684511185e-08,-8.56816768646e-08,403184,72,1658,403184,-1.67195685208e-05,-1.0231815395e-12,0,0,0
10,-1.25617760539,4.98056460336e-09,0.0106034858618,5153.63527489,-2.43433201547,0.947929358251,0.711115949519,-8.24570060938e-09,-3.38942689752e-10,5.62518835068e-07,6.83031976223e-06,240.75,11.1875,2.71946191788e-07,2.98023223877e-08,410368,78,1658,410368,-1.67270191014e-05,-1.0231815395e-12,0,0,0
10,-0.201224235511,5.17342977983e-09,0.0106043233536,5153.63751221,-2.43439276461,0.947925345467,0.711037738993,-8.57464288258e-09,-3.60729311538e-10,5.49480319023e-07,6.24358654022e-06,249.125,10.125,-3.72529029846e-08,1.24797224999e-07,417600,95,1658,417600,-1.67349353433e-05,-1.0231815395e-12,0,0,0
10,0.848986371507,5.25200448135e-09,0.010604402516,5153.63763428,-2.43445470602,0.947922761954,0.711035127684,-8.59285792702e-09,-3.4644300217e-10,8.36327672005e-07,6.36093318462e-06,249.59375,10.9375,-2.421438694e-08,1.00582838059e-07,424800,140,1658,424800,-1.67423859239e-05,-1.0231815395e-12,0,0,0
11,-1.76804390917,6.37026520422e-09,0.0124879871728,5153.66539764,2.51977781866,0.888079223287,0.986423856056,-8.7382208136e-09,4.01088134927e-10,5.10364770889e-07,7.16745853424e-06,195.84375,10.78125,2.58907675743e-07,-5.96046447754e-08,345600,33,1658,345600,-0.00019627995789,-3.41060513165e-12,0,0,0
11,-0.717861845142,6.49277044995e-09,0.0124881393276,5153.66506958,2.51971423731,0.888080144926,0.986441430091,-9.12823737058e-09,3.0894144008e-10,9.70438122749e-07,7.55116343498e-06,196.71875,14.15625,3.16649675369e-08,2.44006514549e-07,352800,34,1658,352800,-0.0001963051036,-3.52429196937e-12,0,0,0
11,0.332344256089,6.37847997501e-09,0.0124890526058,5153.66684723,2.51964901018,0.888082298341,0.986434661169,-9.079306761e-09,2.10365905442e-10,1.05984508991e-06,7.66292214394e-06,195.25,20.3125,-1.80676579475e-07,2.01165676117e-07,360000,35,1658,360000,-0.000196329783648,-3.52429196937e-12,0,0,0
11,1.38237338666,6.27026118155e-09,0.0124907951104,5153.67206383,2.51958383279,0.88808346575,0.986602017534,-9.02930467821e-09,1.66078346401e-10,4.69386577606e-07,8.46572220325e-06,179.4375,9.625,-2.77534127235e-07,9.31322574616e-09,367200,37,1658,367200,-0.000196354929358,-3.52429196937e-12,0,0,0
11,2.43258479243,6.07346727e-09,0.0124911972089,5153.67141724,2.51951966189,0.888086700262,0.986584600031,-8.61857328389e-09,2.41795786051e-10,2.53319740295e-07,8.4713101387e-06,175.34375,6.875,4.65661287308e-08,-2.47731804848e-07,374400,70,1658,374400,-0.000196379609406,-3.52429196937e-12,0,0,0
11,-2.80038886613,6.09025363474e-09,0.0124915165361,5153.67075539,2.51945787701,0.888088530372,0.986566844595,-8.58571436169e-09,2.62510929661e-10,2.32830643654e-07,8.55885446072e-06,173.03125,4.28125,1.4528632164e-07,-1.43423676491e-07,381600,71,1658,381600,-0.000196404755116,-3.52429196937e-12,0,0,0
11,-1.75030610206,6.17632869745e-09,0.0124924357515,5153.66765213,2.51939620623,0.888090376575,0.986678849992,-8.64464579848e-09,2.27152318949e-10,7.00354576111e-07,8.1229954958e-06,181.625,13.25,2.92435288429e-07,-7.63684511185e-08,388800,72,1658,388800,-0.000196429900825,-3.52429196937e-12,0,0,0
11,-0.702481255495,6.47848414058e-09,0.0124925564742,5153.66680145,2.51933322468,0.888089577821,0.986717969884,-9.13145179019e-09,1.23576576032e-10,1.01700425148e-06,8.18818807602e-06,181.3125,18.4375,-1.86264514923e-08,2.68220901489e-07,395984,3,1658,395984,-0.000196452718228,-3.41060513165e-12,0,0,0
11,-0.70014766124,6.47848414058e-09,0.0124925500713,5153.6668148,2.51933307547,0.888089590988,0.986718054733,-9.13109463246e-09,1.23933733766e-10,1.01700425148e-06,8.18818807602e-06,181.3125,18.4375,-1.86264514923e-08,2.68220901489e-07,396000,77,1658,396000,-0.000196454580873,-3.52429196937e-12,0,0,0
11,0.347722486049,6.51634286041e-09,0.0124931184109,5153.66789246,2.51926733193,0.8880903795,0.986713341211,-9.15252409651e-09,8.82179603464e-11,1.38208270073e-06,8.26455652714e-06,180.5,22.25,-1.37835741043e-07,1.67638063431e-07,403184,4,1658,403184,-0.000196477398276,-3.41060513165e-12,0,0,0
11,1.40007747642,6.44098257849e-09,0.0124947950244,5153.67317963,2.51920091691,0.888091242622,0.986889643321,-9.05144845773e-09,1.65721188667e-10,5.77419996262e-07,9.25920903683e-06,165.4375,10.03125,-3.46451997757e-07,5.21540641785e-08,410400,12,1658,410400,-0.000196502543986,-3.41060513165e-12,0,0,0
11,2.4502981176,6.24025993187e-09,0.012495293282,5153.67227173,2.5191367226,0.888094703886,0.986863591675,-8.60178687038e-09,2.56439253153e-10,2.75671482086e-07,9.27969813347e-06,160.21875,6.9375,-7.45058059692e-09,-2.64495611191e-07,417600,38,1658,417600,-0.000196527224034,-3.41060513165e-12,0,0,0
11,-2.78267419362,6.25026034843e-09,0.0124954510247,5153.67190552,2.51907411556,0.888096611531,0.986845492453,-8.6646466316e-09,3.6858678169e-10,5.58793544769e-08,9.37096774578e-06,157.28125,5.375,2.23517417908e-07,-2.21654772759e-07,424800,39,1658,424800,-0.000196552369744,-3.41060513165e-12,0,0,0
12,-2.13309852197,4.03481092321e-09,0.00357978290413,5153.64608192,0.706323726864,0.977027360608,-0.0661536441591,-7.95140263641e-09,5.96453416107e-11,-3.06405127049e-06,6.22868537903e-06,267.53125,-59.8125,-5.58793544769e-08,-2.23517417908e-08,345600,96,1658,345600,2.95452773571e-05,2.38742359215e-12,0,0,0
12,-1.08328205873,4.11731435981e-09,0.00357983761933,5153.64352417,0.706266981735,0.977027525918,-0.0657750482748,-7.96211736843e-09,-4.71448209139e-11,-3.1553208828e-06,5.88968396187e-06,277.0625,-61.90625,-1.30385160446e-08,-1.67638063431e-07,352800,119,1658,352800,2.95620411634e-05,2.38742359215e-12,0,0,0
12,-0.0352779783608,4.24839124826e-09,0.00358075508848,5153.64548683,0.706209908912,0.977026008872,-0.0659168620905,-8.1424820242e-09,-1.70007081477e-10,-3.73832881451e-06,5.63822686672e-06,280.25,-68.78125,1.04308128357e-07,3.72529029846e-08,359984,5,1658,359984,2.95792706311e-05,2.38742359215e-12,0,0,0
12,-0.0329448771092,4.24839124826e-09,0.00358075194527,5153.64549065,0.706209788952,0.977026010335,-0.0659162725345,-8.1424820242e-09,-1.69649923743e-10,-3.73832881451e-06,5.63822686672e-06,280.25,-68.78125,1.04308128357e-07,3.72529029846e-08,360000,133,1658,360000,2.95788049698e-05,2.38742359215e-12,0,0,0
12,1.01503656752,4.31696553323e-09,0.00357996253297,5153.64379501,0.70615150337,0.977024835612,-0.0660344733894,-8.10855203945e-09,-1.99294015681e-10,-3.81283462048e-06,5.68106770515e-06,275.9375,-73.625,5.77419996262e-08,1.02445483208e-07,367184,27,1658,367184,2.95960344374e-05,2.38742359215e-12,0,0,0
12,2.06735542236,4.29839333105e-09,0.00358011841308,5153.64522362,0.706092964703,0.977023393175,-0.0658224409689,-8.0871225754e-09,-1.75721605225e-10,-3.64147126675e-06,5.99958002567e-06,270.84375,-70.625,-1.86264514923e-08,1.49011611938e-07,374400,28,1658,374400,2.96127982438e-05,2.38742359215e-12,0,0,0
12,3.11780915759,4.30125059292e-09,0.00358132645488,5153.64239502,0.70603465864,0.977022908949,-0.0660780976066,-7.97140346952e-09,-9.39324840936e-11,-3.17208468914e-06,6.05173408985e-06,269.3125,-59.625,-1.06170773506e-07,1.11758708954e-08,381600,40,1658,381600,2.96300277114e-05,2.38742359215e-12,0,0,0
12,-2.11498431921,4.34232373236e-09,0.00357994053047,5153.64530182,0.705976329171,0.977021870277,-0.0662720395822,-8.11390940547e-09,-1.71435712414e-11,-2.73436307907e-06,5.64567744732e-06,277.15625,-51.625,-7.07805156708e-08,-1.76951289177e-07,388800,41,1658,388800,2.96467915177e-05,2.38742359215e-12,0,0,0
12,-1.06529645086,4.46375736198e-09,0.00357987976167,5153.64185906,0.705917164375,0.977022192119,-0.0657612163843,-8.15212528303e-09,9.03609067516e-11,-2.73995101452e-06,5.15580177307e-06,290.3125,-52.5,5.77419996262e-08,-7.45058059692e-08,396000,42,1658,396000,2.96635553241e-05,2.38742359215e-12,0,0,0
12,-0.0150285603542,4.46197168103e-09,0.00358056183904,5153.64319611,0.705858515989,0.977022370595,-0.0658295200295,-8.22927148647e-09,4.42875597306e-11,-2.87033617497e-06,5.03100454807e-06,294.09375,-56.625,8.75443220139e-08,1.86264514923e-08,403200,43,1658,403200,2.96803191304e-05,2.38742359215e-12,0,0,0
12,1.03531205327,4.41018370185e-09,0.00357973470818,5153.64136887,0.705799730089,0.977022851895,-0.0659707618442,-8.15926843771e-09,3.57157734196e-12,-3.31178307533e-06,5.31412661076e-06,290.125,-62.40625,5.77419996262e-08,1.15483999252e-07,410400,65,1658,410400,2.96975485981e-05,2.38742359215e-12,0,0,0
12,2.08527972811,4.27482092059e-09,0.00357981619891,5153.64291954,0.705741182645,0.977022745102,-0.0657396880819,-8.13748181592e-09,-1.53577825704e-11,-3.27825546265e-06,5.21540641785e-06,284.25,-60.46875,-1.67638063431e-08,1.08033418655e-07,417600,66,1658,417600,2.97143124044e-05,2.38742359215e-12,0,0,0
12,3.13568033015,4.20517516242e-09,0.00358082610182,5153.64059639,0.705682545962,0.977023201532,-0.065941531278,-8.04962101331e-09,4.03588239642e-11,-2.60770320892e-06,5.37373125553e-06,282.5625,-51.5625,-6.14672899246e-08,1.86264514923e-09,424800,67,1658,424800,2.97310762107e-05,2.38742359215e-12,0,0,0
13,0.493456325317,3.82301638684e-09,0.00458301662002,5153.769907,-1.32157082766,0.987952131463,1.95750163417,-7.8249687985e-09,-1.74292974288e-10,3.1404197216e-06,8.89785587788e-06,222.53125,63.125,-5.21540641785e-08,-5.21540641785e-08,345600,116,1658,345600,0.000245796050876,-1.93267624127e-12,0,0,0
13,1.54112112279,3.81694470535e-09,0.00458290416282,5153.77066803,-1.32162681353,0.987951354654,1.95762066157,-7.72389315973e-09,-1.66078346401e-10,3.27825546265e-06,8.43591988087e-06,227.125,67.5625,4.842877388e-08,-7.82310962677e-08,352784,2,1658,352784,0.000245780684054,-1.93267624127e-12,0,0,0
13,1.54345492478,3.81658749049e-09,0.00458290381357,5153.77066612,-1.32162691155,0.987951375135,1.95762042019,-7.72353558887e-09,-1.6607834552e-10,3.27825546265e-06,8.43591988087e-06,227.125,67.5625,4.842877388e-08,-7.82310962677e-08,352800,117,1658,352800,0.000245782546699,-1.93267624127e-12,0,0,0
13,2.59152147468,3.95873632583e-09,0.00458403513767,5153.76751709,-1.32168262239,0.987950190171,1.95733793071,-7.73889378456e-09,-1.22505102829e-10,3.05660068989e-06,8.13789665699e-06,235.0625,56.875,1.26659870148e-07,-2.98023223877e-08,359984,19,1658,359984,0.000245766714215,-1.93267624127e-12,0,0,0
13,-2.63911872129,3.94052128139e-09,0.00458298437297,5153.76946449,-1.32173890085,0.987949872718,1.95724624378,-7.70210653794e-09,-1.28576784311e-11,2.53133475781e-06,8.35955142975e-06,233.90625,46.84375,2.23517417908e-08,7.45058059692e-08,367200,20,1658,367200,0.000245753210038,-1.93267624127e-12,0,0,0
13,-1.58919021755,3.9383785122e-09,0.00458293152042,5153.7681179,-1.32179452831,0.987949461638,1.95743566973,-7.77175213074e-09,-1.32148363433e-11,2.32830643654e-06,8.9667737484e-06,226.65625,41.4375,-6.51925802231e-08,7.82310962677e-08,374400,25,1658,374400,0.000245739240199,-1.93267624127e-12,0,0,0
13,-0.53905476648,3.83765985394e-09,0.00458363944199,5153.76889229,-1.32185081701,0.98794933729,1.9574195352,-7.80746806953e-09,-1.78578867098e-12,1.96509063244e-06,9.29087400436e-06,217.5625,42.5,-7.07805156708e-08,3.72529029846e-09,381600,42,1658,381600,0.000245725736022,-1.93267624127e-12,0,0,0
13,0.511188482629,3.7537277864e-09,0.00458388018888,5153.76937103,-1.32190684092,0.987949062261,1.95729270752,-7.82246869436e-09,-5.17878714584e-11,2.40281224251e-06,9.34861600399e-06,210.46875,47.65625,-2.60770320892e-08,-4.842877388e-08,388800,43,1658,388800,0.000245711766183,-1.93267624127e-12,0,0,0
